j,杰伦的歌每首都有记忆，一听就会想到以前也会想到她,2021-04-27
遥途.,如果说苦痛是分手的起点  那在终点之前我愿意再爱一遍.,2021-04-27
🍀,想起第一个网名  視线   就是因为这首歌，都过去多少年了啊，那是小学的事情了吧。时间过得好快啊,2021-04-27
顾北,特意为了听他的歌，开了QQ音乐会员。[em]e400824[/em]有一样的吗？,2021-04-27
她の耳朵。,失去你的地方,2021-04-27
她の耳朵。,大陆版不用再《寻找周杰伦》2021.04.26,2021-04-27
Peter Parker,哪怕心痛三百六十日我也要为那短暂的几天记得你,2021-04-27
Peter Parker,我不愿忘记你，我宁愿一直痛着,2021-04-27
尘,表白失败了兄弟萌,2021-04-26
蒲公英っ约定,大陆版不用再《寻找周杰伦》2021.04.26,2021-04-26
浅夏〆温柔,"16岁的梦想就是能和你永远在一起，

如今27岁，最大的梦想就是把你忘记。

现在终于从心底里放弃你，毕竟你去年结婚了，

祝你平安喜乐，也祝我幸福。十年没见了，以后也再也不见了[em]e400832[/em][em]e400832[/em][em]e400832[/em]",2021-04-26
晴天,在我忘记之前,2021-04-26
L&R,深夜的单曲循环,2021-04-26
山丘,我的青春[em]e400867[/em],2021-04-26
2021牛转乾坤,寻找 寻找周杰伦,2021-04-26
日久生情,"爱是一颗种子，在眼睛里萌芽，在心里扎根。

用深情浇灌，以血肉做土壤，慢慢长大。",2021-04-26
睡觉爱磨牙^O^,我会发着呆然后忘记你。,2021-04-26
ㅤうお,"其实我们一开始就不同路,只不过我想跟着你走,后来不顺路也是意料之中。",2021-04-26
一点也不懒羊羊,准备辩题，练听力，看书，写卷子，美丽芭蕾......我每天都有在认真生活，让自己忙起来。但是啊但是，天还是会黑，盖好被子关上灯，当世界终于静下来，还没闭上眼，我就又开始想你了。,2021-04-26
正义黎明,不出意外的话，这辈子不会再见了,2021-04-26
Z.,"想要对你说的不敢说的爱，会不会有人可以明白。
……永远永远不能说，就这样烂在心里吧。",2021-04-26
yohaa,太难过了 还是取消喜欢吧,2021-04-25
Aries_辞,你看 一旦你走得太远了 我这身高臂展都不够长 也就没法儿拉你回来了 我只能站在这里等你回头看见我伸出过手 如果你头也不回 那么 你也就别再回来了吧,2021-04-25
结冰zZ,大概是19年12月喜欢你的 因为你给的一个橘子 我剥开之后分了你一半 于是 因为喜欢你 我一个走读生每天早上偷偷跟在你身后提前半个小时去食堂吃早饭 中午一分钟冲到饭坐在离你最近的地方吃 练就了一副八分钟吃完饭的本领 然后匆匆忙忙扔掉餐盘偷偷跟着你去超市 晚上一打铃就第一个冲出教室 精打细算每分每秒与你相遇 也许是每次见面我假装镇定演得太好了吧 你好像不知道我喜欢你 又好像知道 昨天得知你和别人在一起了 好难过啊 也许 是因为我们根本就不在一条轨迹上吧,2021-04-25
再也没有纯白的灵魂,杰威尔跟国足差不多,2021-04-22
杰倫.,寻找周杰伦不能再版了，我的快乐也没有了[em]e400867[/em],2021-04-22
再也没有纯白的灵魂,绝版了呀兄弟莫,2021-04-22
车水,这一张炒到一千多我还收个啥啊[em]e400867[/em],2021-04-22
车水,气死我了气死我了,2021-04-22
大脸猫,点击[http://pinyin.cn/e408607]查看表情,2021-04-22
溯,虽然到最后的不是你 不过还是感谢高中三年有你 至少在那时候 在你旁边的人是我 陪你度过我认为最美的时光 祝福你,2021-04-22
★楔形鱼★,寻找周杰伦不能再版了，我的快乐也没有了[em]e400867[/em],2021-04-22
七里香了花海,寻找周杰伦的结果就是找不到了[em]e400867[/em],2021-04-22
阿文摸鱼,[em]e400867[/em][em]e400867[/em]我好难过啊,2021-04-22
Annie J,这一年年一天天在听你的歌单的同时，我的音乐品味也在被你同化,2021-04-22
鸽鸽,音源丢失了，青春不会丢失[em]e400100[/em],2021-04-22
贝尔•晨•乔斯达,我想看看有多少人是为了周杰伦开绿钻的,2021-04-22
贝尔•晨•乔斯达,不出意外的话，这辈子不会再见了,2021-04-22
R了个Y,吓得我以为不能听了,2021-04-22
清九,听说你的公司把你弄丢了[em]e400867[/em],2021-04-22
那些花儿,《寻找周杰伦》怎么隐藏我的悲伤失去你的地方...,2021-04-22
星云,操,2021-04-22
晴天里等烟雨,希望杰威尔公司把《寻找周杰伦》母带弄丢了是谣言。,2021-04-22
晴天里等烟雨,杰威尔把轨迹源文件弄丢了，心里难受。来听听,2021-04-22
惊叹号专辑是坠屌的,哭了，寻找周杰伦，应景,2021-04-22
惊叹号专辑是坠屌的,好爱你，寻找周杰伦,2021-04-22
网络邻居-2021,真要寻找周杰伦了,2021-04-22
naonao,笑死，寻找周杰伦,2021-04-22
.,"你在身边，你喜欢周杰伦，我喜欢你。
你不在了，我喜欢周杰伦，也喜欢你。",2021-04-22
風見雞,2021.1.8 爷爷，孙子为您祈福，希望您手术平安！,2021-04-15
Moonlight.,每次买QQ音乐的会员都是为了听杰伦的歌。,2021-04-15
咚咚,闭上了眼睛 好像心里的你更清晰了,2021-04-15
果薄冻,你以为的你以为,2021-04-15
Umbrella,"我会发着呆然后忘记你
接着紧紧闭上眼
然后发现已经没有谁可以忘记…",2021-04-15
阿可,周杰伦把爱写进了歌里，可惜我听遍了周杰伦的歌，也不太懂的什么是爱,2021-04-15
舍。,"16岁的梦想就是能和你永远在一起，

如今27岁，最大的梦想就是把你忘记。

现在终于从心底里放弃你，毕竟你去年结婚了，

祝你平安喜乐，也祝我幸福。十年没见了，以后也再也不见了[em]e400832[/em][em]e400832[/em][em]e400832[/em]",2021-04-14
望,"失去你的画面，还能带着笑脸，
表情再怎么演，我始终学不会，
看得见你的脸，假装视而不见，
晚安的时间，你也不会再告别",2021-04-14
Lambo,妈妈，我真的不想失去你。未来真的会变好吗...求求你快点好起来吧！我不想闭眼，不想忘记，我真的不想失去你！,2021-04-14
,我想看看有多少人是为了周杰伦开绿钻的,2021-04-14
南若柔♀️,"女友：对不起，我们分手吧！我很爱你，可是我爸不同意，你知道的，我爸在我家从来都是说一不二的。我不能违背他！
男友：我知道你对你爸言听计从，可是你爸不是去年去世了吗？
女友：我爸昨天晚上托梦给我了。。。",2021-04-14
1106236607,这是最喜欢的封面，碉堡了,2021-04-14
雾奈花川,我想看看有多少人是为了周杰伦开绿钻的,2021-04-14
晴天,终于听出来了，原来这首歌这么悲伤,2021-04-14
🇨🇳ฅʕ•̫͡•,昨天嘉年华上海站首场 杰伦唱了轨迹 旁边女孩听到前奏 哇地一声哭了出来,2021-04-14
星星,2020.12月份我们在一起了到现在不算很久但是我很爱他我不希望以后的我还是得把他归还人海,2021-04-14
🐳,每次买QQ音乐的会员都是为了听杰伦的歌。,2021-04-14
嗯就是我,"16岁的梦想就是能和你永远在一起，

如今27岁，最大的梦想就是把你忘记。

现在终于从心底里放弃你，毕竟你去年结婚了，

祝你平安喜乐，也祝我幸福。十年没见了，以后也再也不见了[em]e400832[/em][em]e400832[/em][em]e400832[/em]",2021-04-14
美男子,周杰伦这混蛋 把我分手后想说的做的和想的全都唱出来了...,2021-04-14
初心,你愿意嫁给我吗的时候就是了是了是了哇哇哇大哭一场输了九十九儿科诊室排队这么久才回家庭作业帮忙的要死要活的时候就知道了知道了知道了吗丁啉那就巅峰我再去看看物流上班没有嘛锤子手机都没电了手机都没电了的时候就知道了你俩慌不慌那好,2021-04-14
L,空了机极句我觉得是什么意思……不是你喜欢我了……这里也很重要了……在线播放音乐学院音乐老师👨‍[em]e400282[/em]、这么晚就好想睡觉呀、在一起了的感觉真的很喜欢很爱她吗,2021-04-14
锖,不是一个轨迹了,2021-04-14
一一,每次买QQ音乐的会员都是为了听杰伦的歌。,2021-04-14
Chris张阳@格麓教育,为了周杰伦开了会员,2021-04-13
珊瑚海,我们的轨迹不会重合,2021-04-13
向沂,没有谁能够将你代替，因为时间已记录每一个我爱你的证据,2021-04-13
Adon,我会发着呆 然后忘记你,2021-04-13
Cold,时间会让我不再想念你，,2021-04-13
祥祥,"时间早已飞逝，再也不返相遇的从前，历历可见的相遇伴随秋天的雨水，流向了那不为人知所遥远的远处

秋天的叶子似曾相识的再次飘落下来
秋天的十场降温的雨水还未下满，我的心却早已空虚冰凉。故年相遇的枫叶树，早已不复往日青春，慢慢老去。伴随着我成长的人却早已不在我的身旁，好像所有的故事终究是我的想象，或许是梦醒了缓缓的错过，让远处的枫叶的飘转着洒落在地下，让爱渗透进了地面。山间飘落的红雨仿佛又再次把寒风带到了我的世界，掠过你熟悉的脸庞。两行泪珠洒落在地面，往过的温柔早已被时间上锁，爱情早已被遗弃，只剩下挥散不去的难过。",2021-04-13
香蕉先生,忍住别找她了…她已经够烦我了[em]e400842[/em],2021-04-13
C.,每次买QQ音乐的会员都是为了听杰伦的歌。,2021-04-13
牵手|压马路,昨天嘉年华上海站首场 杰伦唱了轨迹 旁边女孩听到前奏 哇地一声哭了出来,2021-04-13
倒带,听其他要付费的歌我会通过其他渠道下载，但是杰伦的歌我不会开绿钻，我会单曲购买，毕竟杰伦从初中陪我到现在（高三）。即将高考，害怕将来会与她分开，有时候听着杰伦的歌，想象着将来会与她分开的情形，眼泪莫名流下。不管怎么说，杰伦是心中唯一的信仰。祝我们高考加油，金榜题名！,2021-04-13
喵,我又听轨迹了 ，自己都不相信的事 凭什么让别人相信呢,2021-04-13
退后,我终于知道为什么我听不腻杰伦的歌了，开不了口，安静，轨迹，听一次哭一次,2021-04-13
邶风,我会发着呆，然后忘记你，接着紧紧闭上眼。当年和初恋分手的时候，听着这个歌哭了一晚上，第二天眼睛肿的睁不开，但是再听还是会哭。周杰伦给我们安慰和感动是任何人无法代替的。这么多年过去再听到这首歌，只有默然。,2021-04-13
Srui.,3年10个月 我会发着呆 然后忘记你,2021-04-13
如风402,每次买QQ音乐的会员都是为了听杰伦的歌。,2021-04-13
Eason,"只为这个歌词，替自己释怀。

我会发着呆　然后忘记你
接着紧紧闭上眼
想着那一天 会有人代替
让我不再想念你
我会发着呆　然后微微笑
接着紧紧闭上眼
又想了一遍　你温柔的脸
在我忘记之前

后来才发现，我们都没有勇气说分手。

谁也不愿意伤害谁。其实结果刚刚相反。",2021-04-13
木木,不想再想你了 因为不可能了......,2021-04-13
水星记,每次买QQ音乐的会员都是为了听杰伦的歌。,2021-04-12
🐑,每次去KTV，一定会唱给小女友听的,2021-04-12
浦原店长,轨迹这首歌是我唯一一首放在列表里不怎么会去听的歌。,2021-04-12
Sven,我想看看有多少人是为了周杰伦开绿钻的,2021-04-12
Haru ＆sober,样子隐约记得，声音好久没听,2021-04-12
7,周杰伦的每一首歌都非常好听,2021-04-12
卡卡射不进,好听,2021-04-12
星辰大海,好听,2021-04-12
Ryan,我爱你，吕怡,2021-04-12
我还有想要爱你的冲动,轨迹是爱你却深藏情绪，是爱你却把这份心思深埋心底。,2021-04-12
寻找快乐,不会吧，感觉很悲伤,2021-04-23
嘘…,每次买QQ音乐的会员都是为了听杰伦的歌。,2021-04-23
嘘…,杰伦的这专辑居然绝版了[em]e400867[/em],2021-04-23
哥哥,谁不是,2021-04-23
MR.XING,“我和你妈同时掉进水里，你会怎么办？”“我会发着呆，然后微微笑，接着紧紧闭上眼。”[em]e400836[/em],2021-04-23
MR.XING,昨天嘉年华上海站首场 杰伦唱了轨迹 旁边女孩听到前奏 哇地一声哭了出来,2021-04-23
MR.XING,我想看看有多少人是为了周杰伦开绿钻的,2021-04-23
MR.XING,不出意外的话，这辈子不会再见了,2021-04-23
龙战骑士,真的寻找周杰伦了,2021-04-23
夜来风雨生煎包,2021年4月22日 无法再版实在太遗憾了,2021-04-23
黑色幽默,很遗憾，本来这次再版，让大家有再次收藏绝版《寻找周杰伦》的机会。结果没想到，极其重要的原版资料文档被弄丢失了，导致无法再版。现在彻底绝版了....复制粘贴的。[em]e400867[/em][em]e400867[/em][em]e400867[/em],2021-04-23
萍,寻找周杰伦  你一直都在我心里,2021-04-23
BiliBiliJ,母带丢了[em]e400622[/em],2021-04-23
MYC,我会发着呆……也许只能用这种方法了吧，又流泪了[em]e400126[/em][em]e400126[/em],2021-04-23
Mojito丶,老鬼，快上班啦，母带都丢啦！,2021-04-23
唯剑楼主,母带真丢了？,2021-04-22
单返,真的太悲伤了,2021-04-22
米兰的小铁匠,2021.4.21《寻找周杰伦》源文件丢失了，专辑真的要绝版了[em]e400867[/em],2021-04-22
鬼鸡,寻找周杰伦专辑再版了，xdm别错过机会买一张,2021-04-22
枫,希望杰威尔公司把《寻找周杰伦》母带弄丢了是谣言。,2021-04-22
十二郎♡,呜呜呜再版不能发了是嘛[em]e400867[/em][em]e400867[/em],2021-04-22
沉默支撑跃过陌生,希望杰威尔公司把《寻找周杰伦》母带弄丢了是谣言。,2021-04-22
ɢᵒᵒᵈ ɴⁱᵍʰᵗ,真要寻找寻找周杰伦了，但我相信一定能找到的,2021-04-22
一奥一,真·寻找周杰伦了[em]e400858[/em],2021-04-22
Upset、,大无语事件……停止再版发行。2021年4月22日。,2021-04-22
白,这个词太应景了：怎么隐藏我的悲伤 失去你的地方[em]e400867[/em],2021-04-22
白,这个词太应景了：怎么隐藏我的悲伤 失去你的地方[em]e400867[/em],2021-04-22
我很忙,真是有什么样的老板，就有什么样的公司,2021-04-22
鱼虾一整碗,骂杰威尔废物都是抬举了[em]e400827[/em],2021-04-22
軌跡,这辈子是无法拥有你了,2021-04-22
주해빙,看新闻说母带丢了，特意回来听下[em]e400824[/em],2021-04-22
未来可期,希望杰威尔公司把《寻找周杰伦》母带弄丢了是谣言。,2021-04-22
大陆,没钱就来天天这免费的十几秒,2021-04-22
树。,听到一个消息，这个专辑的母带弄丢了？,2021-04-22
＂,太有感触了,2021-04-22
Fairy,和最爱的人是没有微信的,2021-04-22
ぺ文藝複興ぺ,母带丢了，不影响听，新专辑不发，影响心情[em]e400841[/em]。,2021-04-22
阿瓜,在我确定你不会离开的时候，我向我信任的人宣布了你的存在，向全世界说我跟你有未来，以至于你离开的那一瞬间，我不知道怎么收场。,2021-04-22
Rebelliousss,等我听第一千零一遍的时候就忘记你吧乖乖,2021-04-22
小区保安,母带丢了  赶紧再听听,2021-04-22
清归,杰伦，永远的神,2021-04-22
黄冠云,初听就知曲中意，再听不如曲中人，祝她幸福！,2021-04-22
-,杰威尔把寻找周杰伦的母带丢了......,2021-04-22
.D 💌 J.,2003年 ，2021年，从初中到30岁， 连着下雨的两天早晨，此时外面下着雨，我趴在店里的桌子上上，循环着这首歌，发着呆，微笑着，仿佛看到初中时候的我，翻开日记本最好看那一页，认真的一笔一画的抄写着喜欢的歌词，再把花瓣一点一点粘在歌词上面，然后趴在课桌上发呆 … 再睁开眼睛吧，眼泪就要夺眶而出,2021-04-22
花漫城,在我忘记你之前,2021-04-22
江羌峰,上高中的时候 默默喜欢一个人，因为上学知道不可能的，就不想说出来 必须要忘了他，听这首特别伤感，我会发着呆然后忘记你接着紧紧闭上眼，但是这个人最后还是成了我老公[em]e400829[/em],2021-04-21
蒲公英っ约定,寻找《寻找周杰伦》2021.04.21,2021-04-21
6%,今天是2021年4月21日，给三年后的自己看看留下来的东西,2021-04-21
随遇而安,预定了最新再版的寻找周杰伦，坐等发货[em]e400828[/em],2021-04-21
雨檐,寻找周杰伦专辑再版了，xdm别错过机会买一张,2021-04-21
雨檐,预定了最新再版的寻找周杰伦，坐等发货[em]e400828[/em],2021-04-21
Lik-,以前特别喜欢听这首歌，然后那时候我们刚认识，我发给他听，他说你不要吓我，那时候他很在乎我，我感觉的到，我没回信息的时候他会一直问我在干嘛，一边一边的问，后来他告诉我，我们分开好不好，我哭着说不要，他说我们在一起的几率很小很小，没可能，所以也早些结束，然后他会去相亲，今年不结婚明年就会结，现在一边流泪一边听这首歌，越想忘记越是忘不掉，真的很痛苦,2021-04-21
Miss Yang,每次买QQ音乐的会员都是为了听杰伦的歌。,2021-04-21
_xk,我想看看有多少人是为了周杰伦开绿钻的,2021-04-21
祈祷她被温柔所爱,每次买QQ音乐的会员都是为了听杰伦的歌。,2021-04-21
_,遇到她之前喜欢薛之谦 她走了之后喜欢周杰伦,2021-04-21
〰,小时候其实不懂听歌，只知道好听，周董的歌自然好听，听了很多年；长大了些开始关注歌词，经常誊写各种歌词在日记本里，表达心情，觉得歌词才是一首歌曲的灵魂。不听周董已经很久，突然再听到这首歌，各种滋味涌上心头，词和曲作为一个整体打动着我。,2021-04-21
不羡江中仙,我是回族，她是汉族，我们在一起了两年，因为我爸妈不同意我们在一起，想尽了办法和她分手，分手以后就再也没有心思去谈恋爱了，她现在也找到了新男朋友，祝你幸福！这辈子辜负你的我下辈子一定奋不顾身。,2021-04-21
塑料袋,周杰伦最屌,2021-04-21
s⭕️s❗️,听这首歌莫名的心痛，明明自己啥都没发生[em]e400824[/em],2021-04-21
邶风,"大自然的奇妙物语，弹奏着天边的云彩
响彻着空灵且高韵的吉他声，响彻回荡在人们的心灵，久久徘徊在思绪里
你会发着呆，所凝望着夕阳的朝垂，静静的闭上眼所感受这一刻的舒缓，忘记那些不愉快的事情。幻想着有人代替他填补内心深处的残缺，鼻子猛然一酸，缓缓的流下晶莹的眼泪，心里的眼泪早已迷晕的视线，逐渐被黄昏落暮所映彻",2021-04-21
ㄈáοメīЛ,紫芸，我好想你,2021-04-21
-,没事的时候深夜看看评论，看看别人的故事，不知道会不会看到感同身受的评论,2021-04-21
WestCoast🌴,追她追了两年 在一起三年。陪她经历了她生命中最幸福的时光 到生命的终结 可恶的病魔 什么时候才不会伸手向追求幸福与快乐的人啊,2021-04-21
心情不记得失,听懂所有歌词是一件多么心酸的事啊,2021-04-21
Icdwaity,没有我的处心积虑，我们就真的再也没有见面了,2021-04-21
cold rain,高三疯狂爱上了周杰伦，陪着我度过每一天的晚自习...还有八十二天高考了，时间未到，乾坤未定，你我必定成为黑马，加油。,2021-04-20
天堂,嘿 听说它能疗伤 喜欢你哦！,2021-04-20
Luh kel.,谢谢你 那段时间你真的是我的小天使,2021-04-20
Luh kel.,等我听第一千零一遍的时候就忘记你吧乖乖,2021-04-20
成濑慎司,如果失忆 我渴望再多一次 认识你,2021-04-20
Rebelliousss,等我听第一千零一遍的时候就忘记你吧乖乖,2021-04-20
。,"杨敏你真的错过我了，我不敢说我是最好的,但我把最好的自己给了你，也祝福你跟他能幸福,",2021-04-20
不下一百不改名,今天，不知道为什么笑的次数比以往都多，可是笑完之后又莫名的低落；也许他真的很难忘记她，可是你也是我第一次那么主动追求的男生，你跟我说你很喜欢这首歌，就像是在唱自己，于是我也把这首歌听了好多遍，听着听着就哭了，你会发着呆然后忘记她，我也会发着呆然后忘记你。,2021-04-20
,在我心里，这是周杰伦最让人心痛的歌[em]e400863[/em],2021-04-20
一杯大麦茶,是要忘记我了吗,2021-04-12
啊～素,你也没给我什么，为什么会这么难受，真想忘记，可是你让我怎么忘记,2021-04-12
邶风,每次听这首歌 都有种心酸的感觉 还记得那年夏天 为了暗恋的人 学习这首歌 录在磁带里 不经意的放给她听 虽然和她从来没有开始过 但是始终没有表达出那句话 也是心酸的,2021-04-12
废梁,"16岁的梦想就是能和你永远在一起，

如今27岁，最大的梦想就是把你忘记。

现在终于从心底里放弃你，毕竟你去年结婚了，

祝你平安喜乐，也祝我幸福。十年没见了，以后也再也不见了[em]e400832[/em][em]e400832[/em][em]e400832[/em]",2021-04-12
藏,今天我才知道原来我只是你钓的一条鱼 曾经我还以为你真的有那么一点点喜欢我 可笑…,2021-04-12
小栗子,今天我才知道原来我只是你钓的一条鱼 曾经我还以为你真的有那么一点点喜欢我 可笑…,2021-04-12
莉莉不吃绿,没什么本事就是把舍不得的人等回来了，好希望以后可以用到这文案,2021-04-12
善逸,喜欢不一定非要谈恋爱 现在互相拥有还太过幼稚 等自己真正能撑起一片天的时候 能对喜欢的人负责 而不是在空间里留言 在签名上暧昧 天天聊的没完 再相爱的两个人也都有自己的事情 没有必要每时每刻都在一起 不是等一分手就删留言删照片 改个签名跟世界末日似的然后再看着过去的聊天记录哭的稀里哗啦 爱一个人是不会让她掉眼泪的 总有一天 你会不需要轰轰烈烈的爱情 你想要的只是一个不会离开你的人 冷的时候他会给你一件外套 胃里难受的时候他会给你一杯热水 难过的时候他会给你一个拥抱 就这么一直陪在你身边 陪你走过每一段路 不是整天多爱多爱 而是认真的一句 不离开所以 等到成熟的年纪 若能最后在一起 晚点没关系,2021-04-12
姜辞,我会努力忘记你哒 有乖乖的噢我会照顾好自己的你也是好好的[em]e400402[/em]以后也不会再见了[em]e400396[/em]嘿嘿……,2021-04-12
GL,第一次写评论，我的朋友圈也会一直独挂着这首歌。虽然写了信给你，话未尽，补充下希望你能看到吧。以前爱玩，毕业后又为工作忧虑，当然这些都是借口，没认清吧。听到你有男朋友的消息时我人傻了，才意识到原来我还当你是那个傻丫头在等我，花了些时间捋捋，心痛，才知道你才是我回忆的全部，不顾一切的想回去，可你的态度也让我冷静了下来，我懦弱，不想也不敢再打扰到你，虽然很想亲口对你说声对不起，告诉你这些年我也数次不自觉的靠近你，只是没意识到自己这么做的原因。傻傻的以为时间真的冲淡了一切，事实是我从未放下过你。说多了，这结束，祝福你和他就算了，违心，希望你能每天快乐吧，住我心里多年的女孩 你们的婚礼如果邀请我 我会去,2021-04-12
╰╮好久不見╮,其实我挺想和你聊天说话的，但看到你爱理不理的样子，突然就不想说了，因为我怕为难了你，也难堪了我自己。[em]e400832[/em][em]e400832[/em][em]e400832[/em],2021-04-12
叫Queen（▼へ▼メ）大人😑,我会很好的,2021-04-12
莫念初,让我不再想念你,2021-04-12
ko,妈妈，我真的不想失去你。未来真的会变好吗...求求你快点好起来吧！我不想闭眼，不想忘记，我真的不想失去你！,2021-04-11
心雨,怎么隐藏 我的悲伤,2021-04-11
辰,遇见爱情的时候先问问自己配吗,2021-04-11
1106236607,这是我最喜欢周杰伦的封面，碉堡了，因为蓝色,2021-04-11
🌸  蜜兔。,还记得年少时在电话里唱这首歌给我听的青梅竹马[em]e400842[/em],2021-04-11
南风.,每次买QQ音乐的会员都是为了听杰伦的歌。,2021-04-11
_/ay丶胭脂醉,周杰伦的经典太多了，这辈子都听不够听不完，希望还有下辈子…,2021-04-11
反方向的南,喜欢不一定非要谈恋爱 现在互相拥有还太过幼稚 等自己真正能撑起一片天的时候 能对喜欢的人负责 而不是在空间里留言 在签名上暧昧 天天聊的没完 再相爱的两个人也都有自己的事情 没有必要每时每刻都在一起 不是等一分手就删留言删照片 改个签名跟世界末日似的然后再看着过去的聊天记录哭的稀里哗啦 爱一个人是不会让她掉眼泪的 总有一天 你会不需要轰轰烈烈的爱情 你想要的只是一个不会离开你的人 冷的时候他会给你一件外套 胃里难受的时候他会给你一杯热水 难过的时候他会给你一个拥抱 就这么一直陪在你身边 陪你走过每一段路 不是整天多爱多爱 而是认真的一句 不离开所以 等到成熟的年纪 若能最后在一起 晚点没关系,2021-04-11
光,我会发着呆 然后忘记你,2021-04-11
Jayce,以前没谈过恋爱，听周董的情歌单纯只是觉得好听，现在失恋后，我才发现，歌词里的每一句话写的都是你与我。,2021-04-11
晴天,我以为等很久你会感动,2021-04-11
GOD.,每次买QQ音乐的会员都是为了听杰伦的歌。,2021-04-11
雪的颜色,听说每首歌都可以评论了，我第一时间找到了轨迹；不为别的，只为在这首歌曲中留下属于我的轨迹；这首曾让我心痛得不能自已，让我在灰暗中清醒的歌，向致敬经典！,2021-04-19
哈你^,这歌词?emo,2021-04-18
